genomes,ratio_1,ratio_2,ratio_3
GCA_000145195.1_ASM14519v1_genomic.fna,0.012627062793755748,0.03333333333333333,0.006360251133052083
GCA_000240055.1_ASM24005v1_genomic.fna,0.005332381198662899,0.03333333333333333,0.05523646094310588
GCA_001063605.1_ASM106360v1_genomic.fna,0.0012858576158721728,0.03333333333333333,0.006973089285678089
GCA_003384445.1_ASM338444v1_genomic.fna,0.022018284217403553,0.03333333333333333,0.038454416456733156
GCA_009737065.1_ASM973706v1_genomic.fna,0.0004871628937979809,0.03333333333333333,0.03708029953843881
GCA_009737125.1_ASM973712v1_genomic.fna,1.2225757654816557e-05,0.03333333333333333,0.0003352286381693418
GCA_024329005.1_ASM2432900v1_genomic.fna,0.004099862028392133,0.03333333333333333,0.09437604180394664
GCA_029338475.1_ASM2933847v1_genomic.fna,0.0073344212727267655,0.03333333333333333,0.03007393746530659
GCA_040461445.1_ASM4046144v1_genomic.fna,0.00044713402594448215,0.03333333333333333,0.010711457573893312
GCA_040462935.1_ASM4046293v1_genomic.fna,0.0018659283146056527,0.03333333333333333,0.00788162657063052
GCA_040464095.1_ASM4046409v1_genomic.fna,0.8,0.03333333333333333,0.06650190695870917
GCA_040464235.1_ASM4046423v1_genomic.fna,0.0009426326273920373,0.03333333333333333,0.027845306146079194
GCA_040464925.1_ASM4046492v1_genomic.fna,0.006611766872649673,0.03333333333333333,0.02481018024954584
GCA_040465575.1_ASM4046557v1_genomic.fna,0.0035029345759153515,0.03333333333333333,0.034440238219905786
GCA_040465815.1_ASM4046581v1_genomic.fna,0.00013131257402687347,0.03333333333333333,0.1229489305951106
GCA_040466695.1_ASM4046669v1_genomic.fna,0.0025914639426061464,0.03333333333333333,0.019118521703543848
GCA_040467975.1_ASM4046797v1_genomic.fna,0.010786945192934307,0.03333333333333333,0.019626421562760548
GCA_040469115.1_ASM4046911v1_genomic.fna,0.011527724874628137,0.03333333333333333,0.059176861056372244
GCA_040470605.1_ASM4047060v1_genomic.fna,0.004138626296926142,0.03333333333333333,0.023934050963412848
GCA_040470885.1_ASM4047088v1_genomic.fna,0.0278148877468341,0.03333333333333333,0.009680375330652753
GCA_040470915.1_ASM4047091v1_genomic.fna,0.02111688264561327,0.03333333333333333,0.032233667606875176
GCA_040474495.1_ASM4047449v1_genomic.fna,0.0038530409818134763,0.03333333333333333,0.053597461281866696
GCA_040475435.1_ASM4047543v1_genomic.fna,0.005100177665197747,0.03333333333333333,0.0003480591266198374
GCA_040475615.1_ASM4047561v1_genomic.fna,0.0025107719171725464,0.03333333333333333,0.017201138662083337
GCA_040483815.1_ASM4048381v1_genomic.fna,0.0033381204688030207,0.03333333333333333,0.007208937620998218
GCA_040486575.1_ASM4048657v1_genomic.fna,0.0007716394990072602,0.03333333333333333,0.050512429579582144
GCA_040488775.1_ASM4048877v1_genomic.fna,0.015072070402719498,0.03333333333333333,0.030681846702010258
GCA_040491195.1_ASM4049119v1_genomic.fna,0.002158681116764625,0.03333333333333333,0.0013372745568281774
GCA_040491815.1_ASM4049181v1_genomic.fna,0.01105467015269479,0.03333333333333333,0.09001821475875439
GCA_965137345.1_CIP110522_genomic.fna,0.011465330327484752,0.03333333333333333,0.021295367909334652
